"County","Year","Age Range","White","Black","American Indian","Asian","Total"
"Hot Springs",1999,"9","73","0","1","0","74"
"Hot Springs",1999,"10","63","0","1","0","64"
"Hot Springs",1999,"11","62","0","3","0","65"
"Hot Springs",1999,"12","73","0","2","0","75"
"Hot Springs",1999,"13","71","0","1","0","72"
"Hot Springs",1999,"14","88","0","2","0","90"
"Hot Springs",1999,"15","69","0","6","0","75"
"Hot Springs",1999,"16","85","0","7","0","92"
"Hot Springs",1999,"17","76","0","1","0","77"
"Hot Springs",1999,"18 to 20","156","1","3","0","160"
"Hot Springs",1999,"21 to 24","130","0","3","0","133"
"Hot Springs",1999,"25 & over","3476","0","37","0","3513"
"Hot Springs",1999,"Total","4843","1","76","0","4920"
"Albany",1998,"0","326","4","2","4","336"
"Albany",1998,"1","317","8","3","13","341"
"Albany",1998,"2","322","3","2","10","337"
"Albany",1998,"3","305","0","2","4","311"
"Albany",1998,"4","302","10","4","10","326"
"Albany",1998,"5","317","7","4","5","333"
"Albany",1998,"6","278","9","9","3","299"
"Albany",1998,"7","321","5","4","5","335"
"Albany",1998,"8","311","10","2","1","324"
"Albany",1998,"9","318","8","6","12","344"
"Albany",1998,"10","312","9","6","5","332"
"Albany",1998,"11","297","10","5","6","318"
"Albany",1998,"12","321","9","4","8","342"
"Albany",1998,"13","343","7","9","8","367"
"Albany",1998,"14","332","0","5","2","339"
"Albany",1998,"15","357","4","5","5","371"
"Albany",1998,"16","361","1","8","2","372"
"Albany",1998,"17","376","5","1","5","387"
"Albany",1998,"18 to 20","4070","73","42","36","4221"
"Albany",1998,"21 to 24","4708","86","35","89","4918"
"Albany",1998,"25 & over","16282","136","135","374","16927"
"Albany",1998,"Total","30876","404","293","607","32180"
"Hot Springs",1995,"0","46","0","0","0","46"
"Hot Springs",1995,"1","41","0","1","0","42"
"Hot Springs",1995,"2","40","0","5","0","45"
"Hot Springs",1995,"3","43","0","0","0","43"
"Hot Springs",1995,"4","47","0","1","0","48"
"Hot Springs",1995,"5","49","0","1","0","50"
"Hot Springs",1995,"6","50","0","2","0","52"
"Hot Springs",1995,"7","55","0","1","0","56"
"Hot Springs",1995,"8","55","0","3","0","58"
"Hot Springs",1995,"9","70","0","1","0","71"
"Hot Springs",1995,"10","70","0","2","0","72"
"Hot Springs",1995,"11","71","0","4","0","75"
"Hot Springs",1995,"12","81","0","3","0","84"
"Hot Springs",1995,"13","82","0","1","0","83"
"Hot Springs",1995,"14","92","0","2","0","94"
"Hot Springs",1995,"15","78","0","5","0","83"
"Hot Springs",1995,"16","81","0","3","0","84"
"Hot Springs",1995,"17","79","0","1","0","80"
"Hot Springs",1995,"18 to 20","136","1","3","0","140"
"Hot Springs",1995,"21 to 24","122","0","2","0","124"
"Hot Springs",1995,"25 & over","3361","0","37","0","3398"
"Hot Springs",1995,"Total","4749","1","78","0","4828"
"Big Horn",1996,"0","155","0","0","0","155"
"Big Horn",1996,"1","147","0","2","0","149"
"Big Horn",1996,"2","165","0","0","0","165"
"Big Horn",1996,"3","149","0","0","0","149"
"Big Horn",1996,"4","155","0","3","0","158"
"Big Horn",1996,"5","162","0","5","2","169"
"Big Horn",1996,"6","174","0","0","0","174"
"Big Horn",1996,"7","164","0","0","0","164"
"Big Horn",1996,"8","174","0","0","0","174"
"Big Horn",1996,"9","204","0","0","0","204"
"Big Horn",1996,"10","190","0","5","1","196"
"Big Horn",1996,"11","191","0","1","0","192"
"Big Horn",1996,"12","225","0","3","0","228"
"Big Horn",1996,"13","215","0","0","0","215"
"Big Horn",1996,"14","221","0","0","1","222"
"Big Horn",1996,"15","201","0","3","0","204"
"Big Horn",1996,"16","234","0","0","0","234"
"Big Horn",1996,"17","220","0","2","2","224"
"Big Horn",1996,"18 to 20","396","0","6","0","402"
"Big Horn",1996,"21 to 24","402","0","0","0","402"
"Big Horn",1996,"25 & over","7105","0","37","12","7154"
"Big Horn",1996,"Total","11249","0","67","18","11334"
"Converse",1992,"0","162","0","0","0","162"
"Converse",1992,"1","151","1","4","0","156"
"Converse",1992,"2","165","1","0","0","166"
"Converse",1992,"3","168","0","0","0","168"
"Converse",1992,"4","180","0","3","0","183"
"Converse",1992,"5","198","2","3","2","205"
"Converse",1992,"6","179","0","0","0","179"
"Converse",1992,"7","202","1","4","0","207"
"Converse",1992,"8","198","0","0","0","198"
"Converse",1992,"9","239","0","5","1","245"
"Converse",1992,"10","222","0","0","2","224"
"Converse",1992,"11","223","0","2","0","225"
"Converse",1992,"12","230","0","7","0","237"
"Converse",1992,"13","215","0","0","0","215"
"Converse",1992,"14","238","2","3","2","245"
"Converse",1992,"15","206","1","0","1","208"
"Converse",1992,"16","188","0","5","0","193"
"Converse",1992,"17","230","0","3","0","233"
"Converse",1992,"18 to 20","362","0","6","0","368"
"Converse",1992,"21 to 24","389","0","4","0","393"
"Converse",1992,"25 & over","6800","4","50","13","6867"
"Converse",1992,"Total","11145","12","99","21","11277"
"Teton",2007,"0","281","2","3","2","288"
"Teton",2007,"1","307","5","3","1","316"
"Teton",2007,"2","249","3","3","3","258"
"Teton",2007,"3","191","1","2","3","197"
"Teton",2007,"4","175","3","3","3","184"
"Teton",2007,"5","186","1","3","4","194"
"Teton",2007,"6","178","3","2","5","188"
"Teton",2007,"7","177","2","2","5","186"
"Teton",2007,"8","167","2","3","3","175"
"Teton",2007,"9","168","0","1","2","171"
"Teton",2007,"10","222","1","3","5","231"
"Teton",2007,"11","170","2","2","1","175"
"Teton",2007,"12","221","3","1","4","229"
"Teton",2007,"13","208","1","1","2","212"
"Teton",2007,"14","191","1","1","8","201"
"Teton",2007,"15","242","1","1","4","248"
"Teton",2007,"16","234","0","3","2","239"
"Teton",2007,"17","240","1","5","3","249"
"Teton",2007,"18 to 20","473","5","6","8","492"
"Teton",2007,"21 to 24","1234","5","14","17","1270"
"Teton",2007,"25 & over","14448","51","111","159","14769"
"Teton",2007,"Total","19962","93","173","244","20472"
"Laramie",1997,"0","1055","31","10","12","1108"
"Laramie",1997,"1","1036","41","6","28","1111"
"Laramie",1997,"2","1006","44","10","24","1084"
"Laramie",1997,"3","1013","44","5","14","1076"
"Laramie",1997,"4","974","47","26","19","1066"
"Laramie",1997,"5","1051","49","16","21","1137"
"Laramie",1997,"6","1056","22","25","10","1113"
"Laramie",1997,"7","1161","50","8","19","1238"
"Laramie",1997,"8","1070","50","9","18","1147"
"Laramie",1997,"9","1076","59","9","16","1160"
"Laramie",1997,"10","1118","50","13","14","1195"
"Laramie",1997,"11","1147","49","10","16","1222"
"Laramie",1997,"12","1182","28","21","18","1249"
"Laramie",1997,"13","1195","36","11","19","1261"
"Laramie",1997,"14","1220","41","35","14","1310"
"Laramie",1997,"15","1246","44","7","15","1312"
"Laramie",1997,"16","1211","29","12","13","1265"
"Laramie",1997,"17","1173","47","12","20","1252"
"Laramie",1997,"18 to 20","3134","156","45","48","3383"
"Laramie",1997,"21 to 24","4188","257","55","103","4603"
"Laramie",1997,"25 & over","48859","1205","411","561","51036"
"Laramie",1997,"Total","76171","2379","756","1022","80328"
"Carbon",2007,"0","208","4","6","7","225"
"Carbon",2007,"1","201","4","2","0","207"
"Carbon",2007,"2","200","1","1","1","203"
"Carbon",2007,"3","191","3","3","2","199"
"Carbon",2007,"4","186","4","2","3","195"
"Carbon",2007,"5","180","6","7","3","196"
"Carbon",2007,"6","191","4","3","1","199"
"Carbon",2007,"7","156","3","3","0","162"
"Carbon",2007,"8","194","1","4","3","202"
"Carbon",2007,"9","194","4","5","2","205"
"Carbon",2007,"10","200","2","3","2","207"
"Carbon",2007,"11","156","2","5","1","164"
"Carbon",2007,"12","165","1","1","1","168"
"Carbon",2007,"13","180","2","4","2","188"
"Carbon",2007,"14","190","1","4","3","198"
"Carbon",2007,"15","182","0","6","1","189"
"Carbon",2007,"16","213","3","2","3","221"
"Carbon",2007,"17","195","0","5","1","201"
"Carbon",2007,"18 to 20","487","5","6","4","502"
"Carbon",2007,"21 to 24","762","11","15","7","795"
"Carbon",2007,"25 & over","10355","83","140","90","10668"
"Carbon",2007,"Total","14986","144","227","137","15494"
"Washakie",2007,"0","111","2","0","0","113"
"Washakie",2007,"1","108","5","1","2","116"
"Washakie",2007,"2","101","0","1","1","103"
"Washakie",2007,"3","93","0","1","1","95"
"Washakie",2007,"4","108","0","3","0","111"
"Washakie",2007,"5","92","0","1","2","95"
"Washakie",2007,"6","105","0","1","1","107"
"Washakie",2007,"7","97","0","3","1","101"
"Washakie",2007,"8","109","0","1","0","110"
"Washakie",2007,"9","109","2","1","1","113"
"Washakie",2007,"10","114","1","1","1","117"
"Washakie",2007,"11","91","1","3","0","95"
"Washakie",2007,"12","94","0","4","0","98"
"Washakie",2007,"13","102","0","1","2","105"
"Washakie",2007,"14","103","0","4","1","108"
"Washakie",2007,"15","128","2","3","2","135"
"Washakie",2007,"16","132","3","1","1","137"
"Washakie",2007,"17","154","3","4","2","163"
"Washakie",2007,"18 to 20","244","1","5","3","253"
"Washakie",2007,"21 to 24","304","5","1","7","317"
"Washakie",2007,"25 & over","5447","27","68","35","5577"
"Washakie",2007,"Total","7946","52","108","63","8169"
"Albany",1995,"0","347","5","2","10","364"
"Albany",1995,"1","331","9","3","14","357"
"Albany",1995,"2","342","2","5","13","362"
"Albany",1995,"3","336","0","6","5","347"
"Albany",1995,"4","331","8","4","9","352"
"Albany",1995,"5","354","7","3","2","366"
"Albany",1995,"6","315","7","7","4","333"
"Albany",1995,"7","331","8","3","7","349"
"Albany",1995,"8","330","11","3","1","345"
"Albany",1995,"9","358","7","6","9","380"
"Albany",1995,"10","369","6","6","3","384"
"Albany",1995,"11","344","5","5","6","360"
"Albany",1995,"12","365","6","8","12","391"
"Albany",1995,"13","373","5","9","6","393"
"Albany",1995,"14","359","0","7","3","369"
"Albany",1995,"15","373","5","7","5","390"
"Albany",1995,"16","363","1","7","2","373"
"Albany",1995,"17","373","5","1","3","382"
"Albany",1995,"18 to 20","4042","67","28","45","4182"
"Albany",1995,"21 to 24","4674","52","36","123","4885"
"Albany",1995,"25 & over","16496","114","122","346","17078"
"Albany",1995,"Total","31506","330","278","628","32742"
"Lincoln",2001,"0","167","0","4","0","171"
"Lincoln",2001,"1","210","0","1","1","212"
"Lincoln",2001,"2","198","0","4","1","203"
"Lincoln",2001,"3","203","0","1","2","206"
"Lincoln",2001,"4","198","0","2","0","200"
"Lincoln",2001,"5","202","1","2","0","205"
"Lincoln",2001,"6","196","0","2","1","199"
"Lincoln",2001,"7","253","0","1","0","254"
"Lincoln",2001,"8","233","1","2","0","236"
"Lincoln",2001,"9","248","1","0","0","249"
"Lincoln",2001,"10","279","2","3","0","284"
"Lincoln",2001,"11","239","2","6","0","247"
"Lincoln",2001,"12","286","4","1","1","292"
"Lincoln",2001,"13","264","0","2","0","266"
"Lincoln",2001,"14","302","1","1","2","306"
"Lincoln",2001,"15","288","0","1","0","289"
"Lincoln",2001,"16","307","0","1","2","310"
"Lincoln",2001,"17","295","3","2","0","300"
"Lincoln",2001,"18 to 20","588","1","5","3","597"
"Lincoln",2001,"21 to 24","483","1","2","0","486"
"Lincoln",2001,"25 & over","9088","10","55","32","9185"
"Lincoln",2001,"Total","14527","27","98","45","14697"
"Big Horn",1994,"0","147","0","0","0","147"
"Big Horn",1994,"1","141","0","2","0","143"
"Big Horn",1994,"2","162","0","0","0","162"
"Big Horn",1994,"3","152","0","0","0","152"
"Big Horn",1994,"4","157","0","3","0","160"
"Big Horn",1994,"5","153","0","5","2","160"
"Big Horn",1994,"6","160","0","0","0","160"
"Big Horn",1994,"7","170","0","0","0","170"
"Big Horn",1994,"8","176","0","0","0","176"
"Big Horn",1994,"9","210","0","0","0","210"
"Big Horn",1994,"10","194","0","3","2","199"
"Big Horn",1994,"11","192","0","1","0","193"
"Big Horn",1994,"12","226","0","2","0","228"
"Big Horn",1994,"13","208","0","0","0","208"
"Big Horn",1994,"14","218","0","0","1","219"
"Big Horn",1994,"15","189","0","3","0","192"
"Big Horn",1994,"16","207","0","0","0","207"
"Big Horn",1994,"17","207","0","3","3","213"
"Big Horn",1994,"18 to 20","358","0","7","0","365"
"Big Horn",1994,"21 to 24","387","0","0","0","387"
"Big Horn",1994,"25 & over","6859","0","30","10","6899"
"Big Horn",1994,"Total","10873","0","59","18","10950"
"Campbell",1993,"0","451","0","7","4","462"
"Campbell",1993,"1","493","3","11","4","511"
"Campbell",1993,"2","516","1","5","0","522"
"Campbell",1993,"3","520","0","9","0","529"
"Campbell",1993,"4","535","1","9","0","545"
"Campbell",1993,"5","548","0","10","0","558"
"Campbell",1993,"6","578","0","4","1","583"
"Campbell",1993,"7","588","0","12","0","600"
"Campbell",1993,"8","601","2","6","1","610"
"Campbell",1993,"9","620","0","11","5","636"
"Campbell",1993,"10","655","4","10","7","676"
"Campbell",1993,"11","632","0","9","0","641"
"Campbell",1993,"12","666","0","16","4","686"
"Campbell",1993,"13","661","0","14","2","677"
"Campbell",1993,"14","628","0","7","0","635"
"Campbell",1993,"15","611","1","6","5","623"
"Campbell",1993,"16","583","3","6","1","593"
"Campbell",1993,"17","542","2","10","1","555"
"Campbell",1993,"18 to 20","1105","1","12","0","1118"
"Campbell",1993,"21 to 24","1308","4","29","9","1350"
"Campbell",1993,"25 & over","17207","18","161","48","17434"
"Campbell",1993,"Total","30048","40","364","92","30544"
"Goshen",1991,"0","162","0","1","0","163"
"Goshen",1991,"1","155","1","7","0","163"
"Goshen",1991,"2","156","0","0","0","156"
"Goshen",1991,"3","165","0","0","0","165"
"Goshen",1991,"4","170","0","0","0","170"
"Goshen",1991,"5","179","2","2","0","183"
"Goshen",1991,"6","202","0","11","0","213"
"Goshen",1991,"7","171","0","3","0","174"
"Goshen",1991,"8","193","0","3","0","196"
"Goshen",1991,"9","234","0","2","0","236"
"Goshen",1991,"10","209","6","1","2","218"
"Goshen",1991,"11","196","0","6","0","202"
"Goshen",1991,"12","204","0","1","0","205"
"Goshen",1991,"13","203","0","0","0","203"
"Goshen",1991,"14","209","0","0","0","209"
"Goshen",1991,"15","203","0","5","0","208"
"Goshen",1991,"16","205","0","0","0","205"
"Goshen",1991,"17","185","0","1","0","186"
"Goshen",1991,"18 to 20","524","6","2","4","536"
"Goshen",1991,"21 to 24","480","0","0","1","481"
"Goshen",1991,"25 & over","7843","4","37","5","7889"
"Goshen",1991,"Total","12248","19","82","12","12361"
"Park",2014,"0","306","8","5","2","321"
"Park",2014,"1","304","4","3","5","316"
"Park",2014,"2","345","4","5","3","357"
"Park",2014,"3","285","8","2","5","300"
"Park",2014,"4","312","3","4","6","325"
"Park",2014,"5","334","5","3","3","345"
"Park",2014,"6","322","3","2","6","333"
"Park",2014,"7","335","4","3","3","345"
"Park",2014,"8","327","3","7","2","339"
"Park",2014,"9","337","6","2","3","348"
"Park",2014,"10","313","5","3","1","322"
"Park",2014,"11","330","1","5","5","341"
"Park",2014,"12","313","2","6","0","321"
"Park",2014,"13","316","1","3","1","321"
"Park",2014,"14","310","3","6","5","324"
"Park",2014,"15","319","4","3","2","328"
"Park",2014,"16","333","5","7","2","347"
"Park",2014,"17","327","10","6","11","354"
"Park",2014,"18 to 20","1146","45","31","28","1250"
"Park",2014,"21 to 24","1215","79","16","23","1333"
"Park",2014,"25 & over","20014","173","152","160","20499"
"Park",2014,"Total","28143","376","274","276","29069"
"Sheridan",1998,"0","280","0","5","0","285"
"Sheridan",1998,"1","253","1","7","4","265"
"Sheridan",1998,"2","286","0","2","0","288"
"Sheridan",1998,"3","289","0","2","0","291"
"Sheridan",1998,"4","262","0","7","2","271"
"Sheridan",1998,"5","287","2","9","3","301"
"Sheridan",1998,"6","321","0","7","4","332"
"Sheridan",1998,"7","361","0","2","0","363"
"Sheridan",1998,"8","324","0","10","0","334"
"Sheridan",1998,"9","330","0","4","0","334"
"Sheridan",1998,"10","355","0","5","1","361"
"Sheridan",1998,"11","363","0","2","1","366"
"Sheridan",1998,"12","397","5","7","0","409"
"Sheridan",1998,"13","400","2","4","0","406"
"Sheridan",1998,"14","423","0","14","9","446"
"Sheridan",1998,"15","491","1","17","1","510"
"Sheridan",1998,"16","470","0","9","5","484"
"Sheridan",1998,"17","470","0","3","7","480"
"Sheridan",1998,"18 to 20","1052","17","16","0","1085"
"Sheridan",1998,"21 to 24","981","0","19","9","1009"
"Sheridan",1998,"25 & over","17364","12","175","69","17620"
"Sheridan",1998,"Total","25759","40","326","115","26240"
"Lincoln",2005,"0","239","0","1","0","240"
"Lincoln",2005,"1","214","2","2","0","218"
"Lincoln",2005,"2","226","1","4","0","231"
"Lincoln",2005,"3","232","0","1","2","235"
"Lincoln",2005,"4","208","1","2","0","211"
"Lincoln",2005,"5","240","1","3","1","245"
"Lincoln",2005,"6","238","1","2","0","241"
"Lincoln",2005,"7","232","0","5","0","237"
"Lincoln",2005,"8","243","3","2","0","248"
"Lincoln",2005,"9","229","1","1","0","231"
"Lincoln",2005,"10","229","1","5","0","235"
"Lincoln",2005,"11","263","3","5","0","271"
"Lincoln",2005,"12","272","2","1","1","276"
"Lincoln",2005,"13","244","2","3","0","249"
"Lincoln",2005,"14","289","2","2","0","293"
"Lincoln",2005,"15","238","2","3","1","244"
"Lincoln",2005,"16","298","1","2","1","302"
"Lincoln",2005,"17","289","0","2","0","291"
"Lincoln",2005,"18 to 20","555","1","5","2","563"
"Lincoln",2005,"21 to 24","625","3","8","0","636"
"Lincoln",2005,"25 & over","10099","15","70","36","10220"
"Lincoln",2005,"Total","15702","42","129","44","15917"
"Sublette",1994,"0","64","0","0","0","64"
"Sublette",1994,"1","72","0","3","2","77"
"Sublette",1994,"2","69","0","0","0","69"
"Sublette",1994,"3","74","0","0","0","74"
"Sublette",1994,"4","77","0","0","0","77"
"Sublette",1994,"5","68","0","3","0","71"
"Sublette",1994,"6","72","0","0","0","72"
"Sublette",1994,"7","82","0","0","0","82"
"Sublette",1994,"8","77","0","3","0","80"
"Sublette",1994,"9","82","0","0","0","82"
"Sublette",1994,"10","80","0","6","0","86"
"Sublette",1994,"11","108","0","0","0","108"
"Sublette",1994,"12","93","0","0","0","93"
"Sublette",1994,"13","106","0","0","0","106"
"Sublette",1994,"14","93","0","0","0","93"
"Sublette",1994,"15","91","0","0","0","91"
"Sublette",1994,"16","88","0","0","0","88"
"Sublette",1994,"17","84","0","0","0","84"
"Sublette",1994,"18 to 20","153","0","0","0","153"
"Sublette",1994,"21 to 24","187","0","3","0","190"
"Sublette",1994,"25 & over","3545","2","19","3","3569"
"Sublette",1994,"Total","5365","2","37","5","5409"
"Fremont",1993,"0","318","0","176","1","495"
"Fremont",1993,"1","310","5","215","0","530"
"Fremont",1993,"2","341","0","189","3","533"
"Fremont",1993,"3","365","0","189","0","554"
"Fremont",1993,"4","366","0","179","4","549"
"Fremont",1993,"5","370","1","172","2","545"
"Fremont",1993,"6","410","0","166","0","576"
"Fremont",1993,"7","409","0","171","2","582"
"Fremont",1993,"8","429","0","185","2","616"
"Fremont",1993,"9","470","0","178","2","650"
"Fremont",1993,"10","454","4","179","3","640"
"Fremont",1993,"11","471","0","198","2","671"
"Fremont",1993,"12","485","0","167","0","652"
"Fremont",1993,"13","512","4","200","0","716"
"Fremont",1993,"14","486","0","166","0","652"
"Fremont",1993,"15","453","0","136","3","592"
"Fremont",1993,"16","453","3","123","1","580"
"Fremont",1993,"17","427","0","119","0","546"
"Fremont",1993,"18 to 20","935","3","348","2","1288"
"Fremont",1993,"21 to 24","985","4","432","8","1429"
